news_id,all_entity_ids
N28371,"['Q848117', 'Q981788', 'Q1154763', 'Q1372040', 'Q1069698', 'Q265538', 'Q825838', 'Q634857']"
N64354,"['Q6239623', 'Q128109']"
N36067,[]
N60242,[]
N6068,"['Q7287916', 'Q1370']"
N14669,['Q1603']
N58341,"['Q1066823', 'Q578195', 'Q485013', 'Q3287528']"
N62102,"['Q997395', 'Q1581', 'Q41819', 'Q744530']"
N35158,"['Q1093629', 'Q743309']"
N32973,"['Q5068874', 'Q1553390', 'Q578478', 'Q196014', 'Q850972']"
N43831,['Q1400']
N22602,"['Q26405845', 'Q289678']"
N61516,"['Q1454', 'Q41087', 'Q29552']"
N35566,"['Q32076468', 'Q459016', 'Q131371', 'Q155223']"
N38634,['Q23197']
N16023,"['Q17281073', 'Q162954']"
N21082,"['Q172435', 'Q205033', 'Q272223', 'Q27443318', 'Q1285806']"
N53611,['Q223511']
N6945,[]
N31128,['Q1570280']
N16863,[]
N38923,"['Q212533', 'Q2072840', 'Q17036512', 'Q888316']"
N21842,"['Q6788622', 'Q910409']"
N53121,['Q18419']
N20792,"['Q2031485', 'Q6397255']"
N29910,[]
N59573,"['Q29552', 'Q36091', 'Q22686']"
N61103,"['Q180589', 'Q7888194', 'Q458']"
N28264,[]
N56460,[]
N15996,"['Q725793', 'Q41819', 'Q1581', 'Q6333352', 'Q453819']"
N48282,['Q1212']
N58380,"['Q483551', 'Q3884']"
N3648,['Q374114']
N27444,"['Q9916', 'Q390127', 'Q7580605']"
N22810,['Q3045312']
N15528,"['Q191783', 'Q7759597']"
N23885,"['Q241261', 'Q155223']"
N28011,"['Q944845', 'Q212654']"
N10911,"['Q18013', 'Q7397012']"
N62105,['Q60745527']
N32483,"['Q170574', 'Q7508321', 'Q669163', 'Q752365']"
N61734,"['Q35657', 'Q812']"
N44888,"['Q166105', 'Q164177']"
N55155,"['Q869', 'Q192814', 'Q30']"
N47181,"['Q741507', 'Q1408']"
N52993,"['Q2495362', 'Q29552']"
N3653,['Q19665666']
N27538,['Q1335573']
N13470,"['Q283383', 'Q629269']"
N50330,[]
N51323,['Q28848']
N41465,[]
N827,"['Q7371124', 'Q251868', 'Q128334']"
N26520,"['Q194369', 'Q17385625']"
N29373,"['Q35525', 'Q212', 'Q22686', 'Q40469']"
N52123,['Q10693']
N26870,['Q23633']
N45113,['Q1215884']
N62623,"['Q169138', 'Q18094', 'Q161345']"
N58495,[]
N41346,['Q179295']
N37131,"['Q848117', 'Q265538', 'Q825838']"
N51740,['Q16554']
N10313,"['Q35525', 'Q5261055', 'Q851756', 'Q60671620']"
N29736,"['Q37660', 'Q1741']"
N18764,"['Q7669940', 'Q5370387', 'Q440774', 'Q1059534', 'Q7981065', 'Q452340', 'Q49236', 'Q49255', 'Q5059102']"
N10673,"['Q1537', 'Q37836']"
N11872,"['Q432426', 'Q51685']"
N65154,[]
N47056,"['Q99', 'Q69793']"
N42142,"['Q99', 'Q844837', 'Q7248522']"
N37169,"['Q971998', 'Q715583']"
N44929,['Q210218']
N27061,"['Q7643239', 'Q202833', 'Q170606']"
N37285,"['Q795406', 'Q223507', 'Q223522']"
N47167,"['Q1751429', 'Q524757']"
N51001,"['Q21707777', 'Q15140437', 'Q42574', 'Q159846']"
N18637,"['Q219714', 'Q8565217', 'Q204862', 'Q7103181']"
N28567,[]
N44536,['Q4749380']
N53632,"['Q1537', 'Q5052264', 'Q208478']"
N30735,"['Q18121212', 'Q359442', 'Q22686', 'Q744448']"
N45257,"['Q848117', 'Q16555', 'Q753529', 'Q6483471', 'Q213417', 'Q265538', 'Q825838', 'Q595452']"
N40843,['Q1933543']
N35565,[]
N20191,"['Q212648', 'Q331401', 'Q14213', 'Q43', 'Q22686', 'Q338067']"
N1826,[]
N46448,['Q812']
N56702,"['Q393295', 'Q794', 'Q3616', 'Q633659']"
N2794,[]
N20741,[]
N54628,"['Q26936286', 'Q312']"
N61559,[]
N20199,['Q160120']
N55143,"['Q848117', 'Q1163715', 'Q265538', 'Q825838', 'Q2748566']"
N33984,"['Q272223', 'Q223511']"
N55369,"['Q812', 'Q17131133', 'Q30', 'Q988928']"
N55588,[]
N54605,['Q5925']
N22766,"['Q183476', 'Q1509']"
N35890,"['Q3814368', 'Q219602']"
N18475,"['Q921030', 'Q4852905', 'Q496']"
N8066,"['Q3077014', 'Q825838']"
N1864,"['Q19742', 'Q2297417', 'Q1369399', 'Q30', 'Q982230', 'Q51691', 'Q1439']"
N57205,"['Q184750', 'Q7191', 'Q44306', 'Q1367133', 'Q44107']"
N37974,['Q60776200']
N53765,"['Q797', 'Q466977']"
N52970,"['Q11701', 'Q658427', 'Q30', 'Q1282450', 'Q816']"
N34698,['Q6815881']
N49933,"['Q2988807', 'Q461595']"
N38453,"['Q213837', 'Q223522', 'Q6952794']"
N19344,['Q7077526']
N23385,"['Q30106102', 'Q6174828', 'Q29468', 'Q562521', 'Q600669']"
N57551,"['Q5287', 'Q4202178']"
N61375,"['Q184243', 'Q145', 'Q7257402']"
N25495,"['Q16565', 'Q1454', 'Q3914496', 'Q43199', 'Q1553']"
N38523,"['Q1558', 'Q212398']"
N42465,"['Q156459', 'Q113773', 'Q3566523']"
N46056,"['Q8445', 'Q434706', 'Q48340']"
N28478,"['Q180589', 'Q458', 'Q7888194', 'Q11010']"
N34976,"['Q6451434', 'Q918224', 'Q337758', 'Q5373339']"
N57042,[]
N31985,"['Q3860113', 'Q193390', 'Q272059']"
N61847,"['Q3448810', 'Q1307345', 'Q724']"
N26481,"['Q40469', 'Q863122', 'Q22686', 'Q27243341']"
N59379,"['Q20205127', 'Q139289', 'Q32396']"
N37418,"['Q98', 'Q419']"
N28822,[]
N26230,"['Q1999049', 'Q342803']"
N3213,"['Q18684248', 'Q6172644', 'Q6451434', 'Q17403072']"
N26714,"['Q32522', 'Q483325', 'Q16114049', 'Q3522402']"
N21353,"['Q212', 'Q30', 'Q11701', 'Q22686']"
N34828,"['Q5944264', 'Q29468', 'Q35525']"
N16606,"['Q6447103', 'Q212', 'Q30']"
N18547,"['Q2101438', 'Q1817856', 'Q22686', 'Q555', 'Q11209']"
N30740,['Q139289']
N45737,['Q4235']
N20194,"['Q2249117', 'Q108131', 'Q65', 'Q920675', 'Q109849', 'Q94873']"
N3603,[]
N1566,"['Q8337', 'Q208361', 'Q190327']"
N33024,"['Q2988807', 'Q1163715', 'Q2598396', 'Q461595']"
N20555,"['Q223243', 'Q5229026', 'Q1088765', 'Q191477', 'Q650483']"
N2586,"['Q39045528', 'Q312556', 'Q885836']"
N41167,"['Q6141616', 'Q499401', 'Q3254959', 'Q3564859']"
N5761,"['Q35525', 'Q29552', 'Q22686']"
N17354,"['Q139289', 'Q81965', 'Q30']"
N33676,['Q434706']
N45993,"['Q16224046', 'Q4547']"
N61227,"['Q49259', 'Q7934130']"
N49254,"['Q650840', 'Q1186457']"
N14414,"['Q3860113', 'Q193390', 'Q272059']"
N28485,"['Q43906347', 'Q204862']"
N62897,['Q3087003']
N48141,"['Q174710', 'Q2927647']"
N46806,"['Q2287947', 'Q60987711']"
N15578,"['Q5875916', 'Q130838']"
N19532,"['Q79576', 'Q1204', 'Q1581']"
N59500,['Q17385834']
N35933,"['Q6978034', 'Q29552', 'Q1789541']"
N3145,['Q20650518']
N62464,"['Q5597042', 'Q5597029']"
N24142,['Q5158824']
N59742,['Q7702149']
N49339,"['Q99', 'Q955034', 'Q1570423', 'Q211685']"
N5058,"['Q2842874', 'Q6330925', 'Q5254308', 'Q60']"
N52886,['Q12739']
N54884,"['Q1312431', 'Q277674', 'Q22686', 'Q30', 'Q12223', 'Q858', 'Q192152']"
N8883,"['Q1523', 'Q41819', 'Q32566', 'Q7401747']"
N55053,"['Q15980751', 'Q3112728', 'Q435267', 'Q8652', 'Q1408', 'Q22686', 'Q25330']"
N28898,[]
N57324,[]
N33365,[]
N58443,"['Q212', 'Q3874799', 'Q22686', 'Q311269', 'Q1414246']"
N11278,"['Q23781155', 'Q180704', 'Q16011703', 'Q322646', 'Q5211888']"
N29419,['Q261103']
N9980,"['Q815817', 'Q2483465', 'Q5221126', 'Q203633']"
N36690,['Q169661']
N15511,"['Q138089', 'Q15920046', 'Q498348', 'Q6372315', 'Q169138', 'Q170558']"
N45112,"['Q21620665', 'Q204862', 'Q219602']"
N12662,"['Q223514', 'Q251868']"
N28169,"['Q1133513', 'Q213417']"
N33034,"['Q2807', 'Q46']"
N23225,"['Q7952661', 'Q2507607', 'Q578478', 'Q502285']"
N21843,"['Q186068', 'Q22686']"
N15106,"['Q981788', 'Q825838']"
N54715,[]
N47170,"['Q29552', 'Q1021512', 'Q434706']"
N57214,[]
N16554,"['Q1215884', 'Q18688089']"
N8611,"['Q848117', 'Q265538', 'Q825838', 'Q61', 'Q2748566']"
N53375,['Q94914']
N32814,"['Q11208', 'Q11209', 'Q858', 'Q2429253']"
N33859,"['Q204862', 'Q53758999', 'Q190618']"
N31815,"['Q1986600', 'Q2452162', 'Q632327']"
N50191,"['Q139368', 'Q3160613', 'Q206357', 'Q969927']"
N51819,"['Q919', 'Q2624171']"
N28082,"['Q23768', 'Q32096', 'Q1215884']"
N62604,[]
N60230,['Q1130172']
N13773,"['Q192245', 'Q105180', 'Q465335', 'Q160409']"
N51616,['Q16213987']
N34430,['Q49247']
N14084,['Q1588']
N31256,['Q911930']
N40625,"['Q190618', 'Q316187', 'Q16707825']"
N28108,"['Q858', 'Q43', 'Q22686']"
N63883,['Q1522']
N48666,"['Q848117', 'Q16555', 'Q3186148', 'Q213417', 'Q1133513', 'Q1193671']"
N49539,"['Q795406', 'Q432931', 'Q223507', 'Q27048977']"
N1723,"['Q1370', 'Q4151335', 'Q29552', 'Q530970', 'Q22686']"
N26201,"['Q1312431', 'Q1530', 'Q40469']"
N25361,"['Q1084103', 'Q636207', 'Q7063457', 'Q16499823']"
N27890,"['Q650865', 'Q27020041']"
N16165,"['Q3860113', 'Q193390', 'Q272059']"
N296,['Q1436845']
N25618,"['Q21622122', 'Q26876', 'Q18013', 'Q13974', 'Q25189679', 'Q483507', 'Q41254', 'Q28453019']"
N721,"['Q29552', 'Q30']"
N45692,"['Q29468', 'Q29552', 'Q22686', 'Q11268']"
N4115,"['Q6318274', 'Q128471']"
N35119,['Q518626']
N59397,[]
N32983,[]
N57389,"['Q1370', 'Q29552', 'Q22686']"
N1651,"['Q918', 'Q355']"
N44914,"['Q3693433', 'Q1215884']"
N48725,"['Q7076104', 'Q1011895', 'Q192786']"
N2663,['Q902']
N42125,"['Q7389710', 'Q1630727', 'Q29570']"
N53212,[]
N59015,"['Q316997', 'Q17884']"
N50876,"['Q26923682', 'Q320476', 'Q7947472', 'Q7949436', 'Q330120']"
N34616,['Q223527']
N7689,['Q1297']
N57270,"['Q2249117', 'Q156377', 'Q19079', 'Q389604', 'Q169948']"
N22289,"['Q40357', 'Q49276', 'Q2452162', 'Q468557']"
N10204,"['Q213837', 'Q223522', 'Q2698927']"
N40709,['Q491516']
N33820,[]
N30362,"['Q37836', 'Q7580029']"
N24691,"['Q1270283', 'Q247064', 'Q138576', 'Q1304397', 'Q1247562', 'Q2364650']"
N16421,"['Q337758', 'Q504309', 'Q15631945']"
N59336,"['Q1454', 'Q49238', 'Q66096', 'Q261003']"
N21561,"['Q219714', 'Q337377', 'Q18631600']"
N61793,"['Q22237', 'Q1527', 'Q1030044', 'Q3109740', 'Q66096']"
N8454,['Q1957782']
N60712,['Q2465468']
N684,"['Q16731303', 'Q934898', 'Q693032']"
N50061,['Q38051551']
N22142,"['Q1003667', 'Q1428', 'Q40469']"
N64704,"['Q4552109', 'Q148', 'Q17466083', 'Q1416857', 'Q159', 'Q30', 'Q3280545']"
N48870,"['Q444456', 'Q6619833']"
N25194,"['Q126599', 'Q4014532', 'Q812']"
N12611,"['Q7698253', 'Q51685']"
N53400,"['Q848117', 'Q2748566', 'Q825838', 'Q61']"
N50734,"['Q1537', 'Q27809653']"
N43007,"['Q37836', 'Q2346859', 'Q483551']"
N26662,"['Q148', 'Q17427']"
N3183,[]
N24179,"['Q1073923', 'Q2304773', 'Q1408']"
N38223,[]
N52067,['Q6522335']
N12909,"['Q439722', 'Q313000', 'Q519008']"
N33270,[]
N60374,[]
N10412,[]
N23331,"['Q427881', 'Q929872']"
N7214,"['Q121783', 'Q30063347']"
N4517,"['Q28005470', 'Q6279', 'Q22686']"
N21284,"['Q1454', 'Q154882']"
N26496,"['Q3503744', 'Q174710', 'Q1753811']"
N8591,['Q528145']
N11844,"['Q519504', 'Q5092', 'Q934898', 'Q11701']"
N31722,"['Q212', 'Q48340', 'Q6279', 'Q22686']"
N51870,"['Q164177', 'Q18619686']"
N41573,[]
N56013,"['Q193390', 'Q830669', 'Q1215884']"
N58956,['Q35525']
N34561,['Q7520267']
N21247,"['Q298', 'Q822', 'Q8646']"
N5663,"['Q772304', 'Q3304418', 'Q152316']"
N62966,"['Q5605224', 'Q568743']"
N45867,"['Q330120', 'Q60215524', 'Q219602']"
N43232,"['Q16235747', 'Q4740236']"
N56454,['Q330015']
N23119,['Q40504']
N58970,['Q6020877']
N11011,"['Q7889967', 'Q58416634']"
N19749,"['Q1345', 'Q7574768', 'Q7182789']"
N35379,[]
N25251,"['Q1594352', 'Q4300292', 'Q320476']"
N36247,['Q1068102']
N54529,[]
N23015,"['Q7414', 'Q41819', 'Q1581', 'Q6333352', 'Q312']"
N11121,"['Q486688', 'Q362422', 'Q4915261', 'Q2151669']"
N20658,[]
N6886,['Q22058413']
N11526,['Q355']
N62027,"['Q204627', 'Q2119483']"
N10265,"['Q265538', 'Q1060917']"
N62759,[]
N12148,[]
N45335,"['Q83287', 'Q209330']"
N45188,['Q224164']
N29886,"['Q35525', 'Q7613068', 'Q2671560', 'Q29468', 'Q29552', 'Q58416634', 'Q358443', 'Q7613060', 'Q4818607', 'Q4705309', 'Q16211007']"
N5953,"['Q7949690', 'Q1428', 'Q203263']"
N35534,['Q984336']
N39241,['Q212654']
N14888,"['Q51682', 'Q32096', 'Q251868', 'Q337758', 'Q816']"
N18271,['Q5211382']
N10549,"['Q595439', 'Q17332595']"
N47447,"['Q7592098', 'Q1329523', 'Q812']"
N34659,"['Q1297', 'Q43380']"
N55745,['Q204862']
N43610,"['Q1088765', 'Q213837', 'Q271880']"
N3443,"['Q760000', 'Q1183864']"
N50342,['Q956861']
N30044,"['Q1454', 'Q192152', 'Q2022557']"
N37958,[]
N6533,"['Q490065', 'Q635924', 'Q1411287']"
N48993,"['Q6952928', 'Q1456', 'Q6414956']"
N25991,"['Q48791055', 'Q2092814']"
N25182,[]
N31553,"['Q193390', 'Q276539']"
N37868,"['Q280596', 'Q7417647']"
N16666,"['Q65', 'Q1066807']"
N56421,['Q193390']
N39281,"['Q142', 'Q1649']"
N58596,"['Q265538', 'Q825838']"
N17380,"['Q272223', 'Q337377', 'Q18631600']"
N51677,"['Q29552', 'Q22686']"
N9670,"['Q56486914', 'Q1297', 'Q5095804', 'Q1760078']"
N15339,"['Q29558759', 'Q337758', 'Q15631945']"
N38962,"['Q864885', 'Q1439', 'Q982230']"
N8561,"['Q858', 'Q619829']"
N21975,"['Q222137', 'Q99', 'Q108067']"
N7736,"['Q172435', 'Q205033']"
N15854,['Q94965']
N64821,"['Q66096', 'Q1456']"
N49653,"['Q2842874', 'Q23556', 'Q3364342']"
N61101,[]
N38055,['Q160746']
N52883,"['Q220072', 'Q3304418']"
N27235,"['Q32620', 'Q6294', 'Q38858352']"
N7825,"['Q1066823', 'Q829', 'Q19716893']"
N38921,"['Q4993686', 'Q7229430', 'Q1204']"
N37541,"['Q986641', 'Q668687', 'Q160409']"
N46616,"['Q17119403', 'Q30', 'Q35657']"
N20708,"['Q29552', 'Q22686', 'Q60671620']"
N14865,"['Q59555084', 'Q434706', 'Q1021512']"
N13237,['Q559392']
N52707,['Q578478']
N26948,"['Q6279', 'Q38051551']"
N13160,"['Q380172', 'Q1546', 'Q985556']"
N18537,['Q8092']
N21926,"['Q506878', 'Q7888194']"
N7824,"['Q4908389', 'Q212654']"
N3076,"['Q1439', 'Q1509']"
N47473,"['Q62', 'Q1546101']"
N24917,['Q22686']
N46063,[]
N21674,"['Q2622812', 'Q223522']"
N25093,"['Q13581451', 'Q23768', 'Q24725640', 'Q188143']"
N21981,['Q5472399']
N14842,['Q350843']
N4187,"['Q918', 'Q22686']"
N11640,"['Q501043', 'Q1509', 'Q1778769']"
N58795,"['Q7452402', 'Q5491344']"
N43055,"['Q213837', 'Q918224', 'Q302581']"
N49230,"['Q99', 'Q5327282']"
N6952,"['Q1574020', 'Q18438', 'Q684740']"
N61115,['Q223527']
N15220,"['Q177054', 'Q38076', 'Q550258']"
N17679,['Q893423']
N38954,"['Q29165842', 'Q172339', 'Q60963199']"
N44459,"['Q16565', 'Q945827']"
N43000,['Q251868']
N43452,"['Q7866357', 'Q27734163']"
N8209,"['Q975', 'Q1204', 'Q104444']"
N29778,"['Q251868', 'Q576872']"
N34358,"['Q1976510', 'Q271613']"
N44235,['Q1603']
N34202,['Q2822885']
N12777,"['Q120119', 'Q11299', 'Q18424', 'Q18419', 'Q18426', 'Q645195']"
N60007,"['Q212', 'Q7451052', 'Q30', 'Q22686', 'Q555']"
N51814,['Q1370']
N31904,"['Q212', 'Q851756']"
N23916,"['Q3647786', 'Q251868']"
N44150,[]
N38312,"['Q7888194', 'Q458', 'Q145']"
N8822,[]
N9761,[]
N59631,"['Q35525', 'Q4947980', 'Q432473', 'Q100']"
N60471,"['Q1544916', 'Q2821724', 'Q2429253']"
N119,"['Q36159', 'Q121783', 'Q157376']"
N58149,"['Q9325', 'Q3500439']"
N29504,"['Q2859108', 'Q223243', 'Q223527']"
N51918,"['Q11661', 'Q2283']"
N17278,"['Q1636604', 'Q484582']"
N56426,['Q99']
N57372,"['Q918', 'Q2899477', 'Q128471']"
N42114,[]
N60569,"['Q660606', 'Q169661', 'Q493115', 'Q20639748']"
N49362,"['Q65', 'Q587064']"
N63874,"['Q26676', 'Q161345', 'Q653368']"
N40232,['Q1025406']
N10292,"['Q959502', 'Q1581', 'Q365150', 'Q127238']"
N41450,"['Q2028099', 'Q1588', 'Q6081679', 'Q578478', 'Q507153']"
N30652,"['Q23482', 'Q142', 'Q1457799']"
N2037,"['Q165529', 'Q196185', 'Q161345', 'Q136678', 'Q16563', 'Q1509']"
N17855,"['Q909498', 'Q38300756', 'Q246992', 'Q440171', 'Q1647788']"
N46983,"['Q159729', 'Q131364', 'Q14834367']"
N27224,"['Q99', 'Q1223', 'Q1546', 'Q3109740', 'Q66096', 'Q10853588']"
N5433,"['Q6758302', 'Q223522', 'Q2698927']"
N31792,['Q207948']
N31584,"['Q7949690', 'Q4572296', 'Q23556', 'Q1428']"
N37050,"['Q15915742', 'Q8932', 'Q35349']"
N26609,"['Q825838', 'Q1060917']"
N63942,"['Q2750084', 'Q7829917', 'Q6499202', 'Q3312129']"
N33149,"['Q4992429', 'Q17042']"
N40603,"['Q1158012', 'Q16557']"
N33978,"['Q285450', 'Q186471', 'Q27050195', 'Q30108735']"
N18508,"['Q1397', 'Q6834456']"
N5607,['Q3294507']
N19968,"['Q4896532', 'Q1192805']"
N54176,"['Q5131553', 'Q43668', 'Q504309']"
N56098,['Q49261']
N34145,['Q11081']
N62234,"['Q36091', 'Q22686', 'Q20871878']"
N2258,['Q381255']
N16070,"['Q1093629', 'Q743309']"
N30335,"['Q212', 'Q6762913', 'Q789915', 'Q29552', 'Q22686', 'Q212648']"
N33625,"['Q1058722', 'Q14207799', 'Q771']"
N44182,"['Q11218', 'Q1297', 'Q7949870', 'Q739882']"
N41430,"['Q2113902', 'Q2593221']"
N43902,['Q27734163']
N39402,['Q272220']
N57795,['Q18438']
N62849,[]
N61683,['Q812']
N26655,"['Q409985', 'Q1581', 'Q6879721', 'Q6415839', 'Q55636227', 'Q280658']"
N5895,"['Q93686', 'Q16558']"
N2954,"['Q333718', 'Q30']"
N64405,[]
N33712,"['Q27048896', 'Q223243']"
N9794,"['Q19864618', 'Q7996652', 'Q61959905', 'Q155223', 'Q169138', 'Q1146039']"
N32454,[]
N17066,['Q3338995']
N28402,"['Q1397', 'Q18643692', 'Q6193461', 'Q861764']"
N135,"['Q41675', 'Q782']"
N29184,"['Q848117', 'Q504309', 'Q253546', 'Q39681', 'Q213417', 'Q825838', 'Q1208454', 'Q1060917']"
N26980,"['Q271880', 'Q221150']"
N14705,"['Q8333', 'Q22686', 'Q555', 'Q19956977']"
N8321,['Q18426']
N39923,['Q889872']
N61354,"['Q1204', 'Q1553']"
N39721,"['Q111729', 'Q976490']"
N6862,"['Q3299670', 'Q16559']"
N62240,"['Q524757', 'Q723513']"
N28459,"['Q5147274', 'Q1420233', 'Q1053145', 'Q185000']"
N16059,"['Q2036838', 'Q192152']"
N34123,"['Q43668', 'Q251868']"
N63991,['Q22686']
N1152,"['Q39709', 'Q1546', 'Q43414']"
N6404,[]
N23001,"['Q1741', 'Q482456', 'Q160381', 'Q724', 'Q2076311', 'Q2025973']"
N34214,[]
N28499,"['Q213205', 'Q62']"
N15041,"['Q1227', 'Q134859']"
N5436,"['Q4899506', 'Q1412403', 'Q1335573']"
N57671,"['Q860447', 'Q1497094', 'Q355', 'Q30', 'Q724', 'Q997170']"
N14187,[]
N52500,[]
N55258,"['Q62', 'Q1439', 'Q45400', 'Q1514']"
N34539,"['Q30682397', 'Q29552', 'Q715156', 'Q22686', 'Q1131462']"
N18272,"['Q753529', 'Q4661865', 'Q213417', 'Q926404', 'Q372506', 'Q5526029', 'Q6141080']"
N63349,[]
N44633,"['Q16890769', 'Q1603', 'Q1509', 'Q2456192']"
N62135,"['Q2283', 'Q3493922', 'Q51690', 'Q7707663', 'Q16558', 'Q5605224', 'Q5589725', 'Q1439', 'Q6492135']"
N37197,"['Q408095', 'Q4928440', 'Q1007032']"
N38837,"['Q1321962', 'Q1215884']"
N61007,[]
N65143,['Q1281480']
N20920,"['Q99', 'Q16189531', 'Q1456', 'Q10853588']"
N59429,"['Q62082323', 'Q22115116', 'Q1249010', 'Q1145252', 'Q310637']"
N17474,['Q905026']
N11088,"['Q191477', 'Q223243', 'Q1215884']"
N62768,"['Q6867753', 'Q884', 'Q27650']"
N5971,"['Q1166', 'Q12439', 'Q5265930']"
N11711,"['Q13500192', 'Q1166']"
N36547,"['Q16565', 'Q1454', 'Q5086080']"
N16409,['Q223514']
N12808,[]
N51191,"['Q1756285', 'Q5083', 'Q829', 'Q18977946']"
N49568,"['Q997170', 'Q18389', 'Q6736485']"
N58001,"['Q5461440', 'Q1964822']"
N8240,"['Q1815011', 'Q109681']"
N47230,"['Q29552', 'Q30']"
N29579,[]
N17652,"['Q21032720', 'Q2234025', 'Q16824503', 'Q858', 'Q9212']"
N18000,"['Q7073651', 'Q7397012']"
N44297,"['Q7888194', 'Q180589']"
N47536,"['Q1059534', 'Q9188', 'Q243', 'Q2302271', 'Q280658']"
N31134,['Q99']
N19709,['Q99']
N19846,"['Q14708228', 'Q7912506', 'Q515177', 'Q578478', 'Q1456']"
N15612,"['Q328473', 'Q1186937', 'Q3564690', 'Q10348331', 'Q1400']"
N18539,['Q6533545']
N22462,['Q668']
N41226,['Q1770624']
N42475,[]
N3077,"['Q8991894', 'Q170558', 'Q169637']"
N16687,"['Q5083', 'Q151250']"
N26323,[]
N27178,[]
N5005,"['Q811258', 'Q2488299']"
N24230,"['Q14950404', 'Q1663627']"
N38626,['Q37320664']
N52486,"['Q1603', 'Q463557']"
N55239,[]
N5317,"['Q362264', 'Q858082', 'Q465469']"
N56070,[]
N63950,[]
N47498,"['Q35525', 'Q1379733', 'Q13628723', 'Q239411', 'Q6279']"
N53781,"['Q10479', 'Q1922815']"
N34524,"['Q2462124', 'Q3731533']"
N48006,"['Q128831', 'Q35476']"
N17065,"['Q491954', 'Q507216', 'Q5983823', 'Q724', 'Q497172']"
N55202,"['Q1163715', 'Q625178', 'Q1186457', 'Q650840', 'Q213417', 'Q265538', 'Q1058775', 'Q692417']"
N40393,"['Q17020273', 'Q486168']"
N1223,"['Q272223', 'Q1378304', 'Q18631600']"
N48821,"['Q5911942', 'Q16556']"
N27567,"['Q13959', 'Q967265', 'Q86483']"
N54685,"['Q21622046', 'Q193390']"
N29351,['Q28848']
N42436,"['Q222137', 'Q108067', 'Q5020422']"
N40179,"['Q138089', 'Q222047', 'Q212421', 'Q20031362', 'Q164177']"
N22749,"['Q223514', 'Q18159104']"
N17062,"['Q1397', 'Q1315509']"
N34559,"['Q2155370', 'Q812', 'Q25261', 'Q1066823', 'Q501163', 'Q3191396', 'Q8092']"
N50378,"['Q99', 'Q18013', 'Q1815011', 'Q1251686', 'Q2381771']"
N4966,"['Q27809653', 'Q1414593']"
N51532,['Q2283']
N63597,"['Q5053139', 'Q8043179', 'Q4947835']"
N61509,"['Q21620665', 'Q219602']"
N64561,"['Q6781300', 'Q4852987', 'Q934898', 'Q22686', 'Q38453', 'Q1391', 'Q338067', 'Q1456']"
N52789,"['Q771248', 'Q309350', 'Q30', 'Q1415']"
N63371,"['Q94150', 'Q1066823', 'Q182868', 'Q16559']"
N49042,[]
N42691,['Q4235']
N18867,"['Q816', 'Q18575']"
N10158,['Q251868']
N50940,"['Q1439', 'Q817']"
N27679,"['Q223527', 'Q193390', 'Q16212482']"
N44385,[]
N13091,"['Q49085', 'Q23556', 'Q22686']"
N48128,['Q4860767']
N36643,"['Q1783719', 'Q150820', 'Q3898158', 'Q241081', 'Q194280']"
N61624,['Q28848']
N29784,['Q779']
N932,"['Q212648', 'Q618278', 'Q812', 'Q30', 'Q22686', 'Q906898']"
N5926,"['Q65', 'Q272220', 'Q205033']"
N58926,['Q779']
N1328,['Q223807']
N43759,[]
N27631,['Q40469']
N52062,"['Q148', 'Q865']"
N46330,"['Q21707777', 'Q185140', 'Q1987792', 'Q825291']"
N14682,['Q6743976']
N5244,"['Q56486914', 'Q1297', 'Q1760078', 'Q22686']"
N20450,"['Q2276408', 'Q272223', 'Q635117']"
N55562,['Q1391']
N53927,"['Q65', 'Q99', 'Q1706317', 'Q844837']"
N42730,"['Q586449', 'Q308966', 'Q2435968']"
N49231,"['Q1753941', 'Q224164', 'Q4679729']"
N21060,"['Q7604262', 'Q2473136']"
N8594,"['Q136678', 'Q391166', 'Q161345']"
N44339,[]
N33324,['Q380613']
N38088,"['Q843', 'Q36812']"
N35487,[]
N43807,"['Q99', 'Q822964']"
N8944,"['Q7305703', 'Q75809', 'Q7302736', 'Q17884']"
N47374,"['Q490813', 'Q6837527']"
N35814,"['Q213205', 'Q1061104']"
N1121,"['Q848117', 'Q213417']"
N43841,"['Q1411810', 'Q12441']"
N11189,"['Q11708', 'Q1363408', 'Q160120', 'Q956']"
N58996,['Q1645069']
N50181,"['Q1809448', 'Q688825', 'Q1046951']"
N61798,[]
N57856,"['Q43', 'Q30', 'Q277036', 'Q858', 'Q3088996']"
N37076,"['Q244457', 'Q20645861', 'Q131524']"
N49309,"['Q348618', 'Q572134']"
N8174,['Q582121']
N41428,"['Q99', 'Q887010', 'Q18013', 'Q461391']"
N5893,[]
N15400,"['Q99', 'Q192814']"
N36889,"['Q60', 'Q359442']"
N52834,"['Q148', 'Q43380', 'Q30', 'Q22686', 'Q1655894']"
N32554,"['Q1289889', 'Q7566566']"
N46848,"['Q5589682', 'Q2434360', 'Q28848']"
N43588,['Q251868']
N182,[]
N16474,['Q49219']
N63815,"['Q29468', 'Q3366683', 'Q1764511', 'Q22686', 'Q349955']"
N49781,"['Q2331889', 'Q8092']"
N33933,['Q17466583']
N12645,"['Q175535', 'Q941023', 'Q483118', 'Q7745728']"
N48355,"['Q12439', 'Q349055', 'Q2910549']"
N18129,"['Q1215892', 'Q24725640', 'Q1409714', 'Q16225832']"
